File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF359FUJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR841NDX	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE				2	2_1						ENCFF592WAL, ENCFF772RMA	7006203	ENCODE Processing Pipeline	cce3be3f04bf615b9a5f510bee1382df		https://www.encodeproject.org/files/ENCFF359FUJ/@@download/ENCFF359FUJ.bed.gz				released	s3://encode-public/2017/06/24/bede8c7c-10be-40dc-81f8-2ec72dcaddb1/ENCFF359FUJ.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF807AKG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR841NDX	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF244PNH, ENCFF359FUJ, ENCFF756XID	584709	ENCODE Processing Pipeline	c254faee11bb0ce333fb9396a04593c5		https://www.encodeproject.org/files/ENCFF807AKG/@@download/ENCFF807AKG.bed.gz				released	s3://encode-public/2017/06/24/31978e5a-2f04-42b4-ac8d-a9b6976aba20/ENCFF807AKG.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF756XID	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR841NDX	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF560XEW, ENCFF592WAL, ENCFF772RMA, ENCFF901CND	7199099	ENCODE Processing Pipeline	acb889d6b515f1cb7393469e4ad92de5		https://www.encodeproject.org/files/ENCFF756XID/@@download/ENCFF756XID.bed.gz				released	s3://encode-public/2017/06/24/49d1c4a8-bda0-4e98-ae61-4cfab996d55e/ENCFF756XID.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF529ZQW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR841NDX	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF003ZKO, ENCFF072IYL, ENCFF093VDW, ENCFF419RSJ	583004	ENCODE Processing Pipeline	306c0c1a6bedf24e508e3f6bd229dd62		https://www.encodeproject.org/files/ENCFF529ZQW/@@download/ENCFF529ZQW.bed.gz				released	s3://encode-public/2017/06/24/ea98a178-4e60-471c-99a0-58978170e65e/ENCFF529ZQW.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking	mismatched status		
ENCFF948CPI	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR841NDX	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF003ZKO, ENCFF072IYL, ENCFF093VDW, ENCFF419RSJ	621012	ENCODE Processing Pipeline	4c3b138d189d14558311eafc7bdc5880		https://www.encodeproject.org/files/ENCFF948CPI/@@download/ENCFF948CPI.bed.gz				released	s3://encode-public/2017/06/24/f1b9348c-36f4-4a0e-91ce-f62fe8967879/ENCFF948CPI.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking	mismatched status		
ENCFF003ZKO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR841NDX	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE				1	1_1						ENCFF028TNY, ENCFF322NTO, ENCFF666ATR	7055143	ENCODE Processing Pipeline	2f2e4df444bbdca4061ba4f1c520a893		https://www.encodeproject.org/files/ENCFF003ZKO/@@download/ENCFF003ZKO.bed.gz				released	s3://encode-public/2017/06/24/d90d61a3-6269-4e56-8927-2571b50ef321/ENCFF003ZKO.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF093VDW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR841NDX	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE				2	2_1						ENCFF322NTO, ENCFF444PPF	7063820	ENCODE Processing Pipeline	f079f3b5e7fc0e5f64bdf32efb131bf1		https://www.encodeproject.org/files/ENCFF093VDW/@@download/ENCFF093VDW.bed.gz				released	s3://encode-public/2017/06/24/91bb71ba-d92c-467a-aba8-4723bf865ff3/ENCFF093VDW.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF072IYL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR841NDX	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELF1-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF028TNY, ENCFF322NTO, ENCFF444PPF, ENCFF666ATR	7301694	ENCODE Processing Pipeline	18b8efb487caceca2b82cf6437577fb7		https://www.encodeproject.org/files/ENCFF072IYL/@@download/ENCFF072IYL.bed.gz				released	s3://encode-public/2017/06/24/901d22c9-bf4e-4f03-b54b-e176b1d76fea/ENCFF072IYL.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF172UOB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				1	1_1						ENCFF245PXJ, ENCFF592WAL	6178196	ENCODE Processing Pipeline	4426a4ea966e640b31b13fc2e2836553		https://www.encodeproject.org/files/ENCFF172UOB/@@download/ENCFF172UOB.bed.gz				released	s3://encode-public/2016/09/17/d5fe02be-6217-42f6-ae54-a1a81b0db2a0/ENCFF172UOB.bed.gz	moderate library complexity, mild to moderate bottlenecking		partially characterized antibody	
ENCFF467WTS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF245PXJ, ENCFF592WAL, ENCFF683DXC, ENCFF901CND	7321391	ENCODE Processing Pipeline	97a94f5dbe76c1dafdac0bb5948975f9		https://www.encodeproject.org/files/ENCFF467WTS/@@download/ENCFF467WTS.bed.gz				released	s3://encode-public/2016/09/17/5c07d8a5-8412-4501-ae16-479d02be96ae/ENCFF467WTS.bed.gz	moderate library complexity, mild to moderate bottlenecking		partially characterized antibody	
ENCFF500GHH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				2	2_1						ENCFF592WAL, ENCFF683DXC, ENCFF901CND	6986623	ENCODE Processing Pipeline	c85d20f14641924408142531cfafdd20		https://www.encodeproject.org/files/ENCFF500GHH/@@download/ENCFF500GHH.bed.gz				released	s3://encode-public/2016/09/17/848f3275-8e94-4a9c-b343-51ff3b58ffef/ENCFF500GHH.bed.gz	moderate library complexity, mild to moderate bottlenecking		partially characterized antibody	
ENCFF069KRU	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF172UOB, ENCFF467WTS, ENCFF500GHH	283536	ENCODE Processing Pipeline	3ad6115fc98005ed4657fd0e2db1d73f		https://www.encodeproject.org/files/ENCFF069KRU/@@download/ENCFF069KRU.bed.gz				released	s3://encode-public/2016/09/17/e3f34cd8-db17-4269-af1f-a0a191661cdb/ENCFF069KRU.bed.gz	moderate library complexity, mild to moderate bottlenecking		partially characterized antibody	
ENCFF909FRA	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF172UOB, ENCFF467WTS, ENCFF500GHH	355186	ENCODE Processing Pipeline	61fffb75b6f30e6189a0319942b70dab		https://www.encodeproject.org/files/ENCFF909FRA/@@download/ENCFF909FRA.bed.gz				released	s3://encode-public/2016/09/17/14b9053a-1612-4532-832c-96276abadd3e/ENCFF909FRA.bed.gz	moderate library complexity, mild to moderate bottlenecking		partially characterized antibody	
ENCFF116RPQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				2	2_1						ENCFF322NTO, ENCFF560TMS, ENCFF666ATR	6942901	ENCODE Processing Pipeline	ccb069f27ef165c3bd152a710f3dea4d		https://www.encodeproject.org/files/ENCFF116RPQ/@@download/ENCFF116RPQ.bed.gz				released	s3://encode-public/2016/10/31/3aa8d079-6675-4fbe-b426-17925109f01e/ENCFF116RPQ.bed.gz	moderate library complexity, mild to moderate bottlenecking		partially characterized antibody	
ENCFF654JXR	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF116RPQ, ENCFF419RSJ, ENCFF596JYU, ENCFF800IJR	294331	ENCODE Processing Pipeline	0b6dffd6bab421678cff136b350909ac		https://www.encodeproject.org/files/ENCFF654JXR/@@download/ENCFF654JXR.bed.gz				released	s3://encode-public/2016/10/31/32afa8ab-c97b-4b13-9333-fb63e2b104a1/ENCFF654JXR.bed.gz	moderate library complexity, mild to moderate bottlenecking	mismatched status	partially characterized antibody	
ENCFF596JYU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF018ITN, ENCFF322NTO, ENCFF560TMS, ENCFF666ATR	7305883	ENCODE Processing Pipeline	1a85f71ab72d1c6c6e0859485ca10b6c		https://www.encodeproject.org/files/ENCFF596JYU/@@download/ENCFF596JYU.bed.gz				released	s3://encode-public/2016/10/31/094e5841-317d-4dda-90a3-11c2916b0823/ENCFF596JYU.bed.gz	moderate library complexity, mild to moderate bottlenecking		partially characterized antibody	
ENCFF766WWB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF116RPQ, ENCFF419RSJ, ENCFF596JYU, ENCFF800IJR	363257	ENCODE Processing Pipeline	35a0e07587872dbbb364026f767616bb		https://www.encodeproject.org/files/ENCFF766WWB/@@download/ENCFF766WWB.bed.gz				released	s3://encode-public/2016/10/31/97492755-1253-4394-bf9f-66b4cfe62493/ENCFF766WWB.bed.gz	moderate library complexity, mild to moderate bottlenecking	mismatched status	partially characterized antibody	
ENCFF800IJR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR041XML	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE				1	1_1						ENCFF018ITN, ENCFF322NTO	5993007	ENCODE Processing Pipeline	30d09d48654f15d7a6df43ea684bc590		https://www.encodeproject.org/files/ENCFF800IJR/@@download/ENCFF800IJR.bed.gz				released	s3://encode-public/2016/10/31/9b7a45df-799b-429a-9b36-64d16422cb76/ENCFF800IJR.bed.gz	moderate library complexity, mild to moderate bottlenecking		partially characterized antibody	
ENCFF256XBG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				2	2_1						ENCFF034ZKO, ENCFF322NTO, ENCFF666ATR	7202208	ENCODE Processing Pipeline	b9f43f01f4eadb8a089e455f4498ed54		https://www.encodeproject.org/files/ENCFF256XBG/@@download/ENCFF256XBG.bed.gz				released	s3://encode-public/2016/12/07/da15c64a-db38-401d-95eb-bb29e42349a6/ENCFF256XBG.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF198WFH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF034ZKO, ENCFF322NTO, ENCFF599RWY, ENCFF666ATR	7323353	ENCODE Processing Pipeline	8ce03b703a02b8ed28c9b7a7ab46b4d6		https://www.encodeproject.org/files/ENCFF198WFH/@@download/ENCFF198WFH.bed.gz				released	s3://encode-public/2016/12/07/9361e5ae-f659-49af-bb74-c06d6b1a18b3/ENCFF198WFH.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF704PDA	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF198WFH, ENCFF256XBG, ENCFF419RSJ, ENCFF796ASI	463767	ENCODE Processing Pipeline	203f019614051d47155587ef8322e995		https://www.encodeproject.org/files/ENCFF704PDA/@@download/ENCFF704PDA.bed.gz				released	s3://encode-public/2016/12/07/a73ed978-aa85-4340-a4b3-e4960882068c/ENCFF704PDA.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking	mismatched status	severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF796ASI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				1	1_1						ENCFF599RWY, ENCFF666ATR	6559379	ENCODE Processing Pipeline	a885122091145f32555be19e5a823d7f		https://www.encodeproject.org/files/ENCFF796ASI/@@download/ENCFF796ASI.bed.gz				released	s3://encode-public/2016/12/07/4978fe60-97bc-4a02-8199-f512569482a3/ENCFF796ASI.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF899PKC	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF198WFH, ENCFF256XBG, ENCFF419RSJ, ENCFF796ASI	355907	ENCODE Processing Pipeline	82cdb1d5f50b3e9a35350ffed2288624		https://www.encodeproject.org/files/ENCFF899PKC/@@download/ENCFF899PKC.bed.gz				released	s3://encode-public/2016/12/07/90844787-69d9-41f2-bdae-14f1a6535fe9/ENCFF899PKC.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking	mismatched status	severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF549TIS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF302UOS, ENCFF375JDH, ENCFF592WAL, ENCFF901CND	7284670	ENCODE Processing Pipeline	32dfce15e6348f87b69dbdd172bae9d4		https://www.encodeproject.org/files/ENCFF549TIS/@@download/ENCFF549TIS.bed.gz				released	s3://encode-public/2016/12/10/c80c1c04-259a-42b3-b7af-fb812aa2982d/ENCFF549TIS.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF704ZYN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF452APP, ENCFF473OII, ENCFF549TIS	449441	ENCODE Processing Pipeline	d57b85ace159f8e7ba3cdff45e9b3338		https://www.encodeproject.org/files/ENCFF704ZYN/@@download/ENCFF704ZYN.bed.gz				released	s3://encode-public/2016/12/10/5cd253d2-d8ad-485e-9627-9e66f712a610/ENCFF704ZYN.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF473OII	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				1	1_1						ENCFF375JDH, ENCFF901CND	6546459	ENCODE Processing Pipeline	9ed939dcb5162b559ebec59f2374d1f5		https://www.encodeproject.org/files/ENCFF473OII/@@download/ENCFF473OII.bed.gz				released	s3://encode-public/2016/12/10/9707b2b9-562d-4c60-828e-72e6c5eda6cf/ENCFF473OII.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF452APP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				2	2_1						ENCFF302UOS, ENCFF592WAL, ENCFF901CND	7232348	ENCODE Processing Pipeline	d8e765c46ac02fdee078d67da3163340		https://www.encodeproject.org/files/ENCFF452APP/@@download/ENCFF452APP.bed.gz				released	s3://encode-public/2016/12/10/895b8879-bdc6-4c78-bcf9-e291d178c0c8/ENCFF452APP.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF498BHJ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR437GBJ	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFATC3-human	DNA						2018-01-26	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF452APP, ENCFF473OII, ENCFF549TIS	343248	ENCODE Processing Pipeline	e72ec75f976367450202a7cc88b94f56		https://www.encodeproject.org/files/ENCFF498BHJ/@@download/ENCFF498BHJ.bed.gz				released	s3://encode-public/2016/12/10/015299ea-d027-4482-aeef-49e01d5cd90a/ENCFF498BHJ.bed.gz	inconsistent platforms, moderate library complexity, mild to moderate bottlenecking		severe bottlenecking, poor library complexity, partially characterized antibody	
ENCFF665KNY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				1	1_1						ENCFF577XDA, ENCFF592WAL, ENCFF901CND	6736864	ENCODE Processing Pipeline	2e36cff01444f7ba282020bc8e7b0328		https://www.encodeproject.org/files/ENCFF665KNY/@@download/ENCFF665KNY.bed.gz				released	s3://encode-public/2017/06/24/85513195-03c9-431c-88f4-3683633a0ff5/ENCFF665KNY.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF348CSG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				2	2_1						ENCFF100LIK, ENCFF592WAL	6747071	ENCODE Processing Pipeline	d4dc54ad489f3d6b04ffc30b0091448b		https://www.encodeproject.org/files/ENCFF348CSG/@@download/ENCFF348CSG.bed.gz				released	s3://encode-public/2017/06/24/408ee4e6-65a3-403b-ab77-5e8f56b30194/ENCFF348CSG.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF263YTU	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF052WWT, ENCFF348CSG, ENCFF665KNY	536877	ENCODE Processing Pipeline	dea82036dc36c33a6345ede5b37798d8		https://www.encodeproject.org/files/ENCFF263YTU/@@download/ENCFF263YTU.bed.gz				released	s3://encode-public/2017/06/24/1db1c988-82f3-4717-b4e4-37a2917b9e5a/ENCFF263YTU.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF643OWO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF052WWT, ENCFF348CSG, ENCFF665KNY	594294	ENCODE Processing Pipeline	e97fb90edf8b142381499be4561ffb6e		https://www.encodeproject.org/files/ENCFF643OWO/@@download/ENCFF643OWO.bed.gz				released	s3://encode-public/2017/06/24/7ff78b91-5bb4-4981-91e5-729ef9a999eb/ENCFF643OWO.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF052WWT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF100LIK, ENCFF577XDA, ENCFF592WAL, ENCFF901CND	7265183	ENCODE Processing Pipeline	cdba967fd3327d6729dd575f5c55ac66		https://www.encodeproject.org/files/ENCFF052WWT/@@download/ENCFF052WWT.bed.gz				released	s3://encode-public/2017/06/24/04c80b01-a858-480c-95d2-5da72f94cce3/ENCFF052WWT.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF244SNW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				2	2_1						ENCFF257XYL, ENCFF322NTO	6762225	ENCODE Processing Pipeline	5d6a1b7c15a6e992d06716c1db4f1d03		https://www.encodeproject.org/files/ENCFF244SNW/@@download/ENCFF244SNW.bed.gz				released	s3://encode-public/2017/06/24/3953721d-407e-46ff-b029-e41f09e59b1f/ENCFF244SNW.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF918YEX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF257XYL, ENCFF322NTO, ENCFF529JDU, ENCFF666ATR	7272412	ENCODE Processing Pipeline	03f0765ee98a8ea66d25854ebe236bd3		https://www.encodeproject.org/files/ENCFF918YEX/@@download/ENCFF918YEX.bed.gz				released	s3://encode-public/2017/06/24/b2c8b4d9-7129-4761-b2ed-2cdc7e0b7439/ENCFF918YEX.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF824PGV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				1	1_1						ENCFF322NTO, ENCFF529JDU, ENCFF666ATR	6753098	ENCODE Processing Pipeline	300c939d9504ec92af4d9caa3bdeb182		https://www.encodeproject.org/files/ENCFF824PGV/@@download/ENCFF824PGV.bed.gz				released	s3://encode-public/2017/06/24/85906df8-904f-45f2-b63a-32dda2cd29ae/ENCFF824PGV.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF012XLD	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF244SNW, ENCFF419RSJ, ENCFF824PGV, ENCFF918YEX	538473	ENCODE Processing Pipeline	88f78cf6c4bc2c5bb4ed5b3b42aaa275		https://www.encodeproject.org/files/ENCFF012XLD/@@download/ENCFF012XLD.bed.gz				released	s3://encode-public/2017/06/24/02e0c042-a21b-4c35-9315-67ddbbed2460/ENCFF012XLD.bed.gz	moderate library complexity, mild to moderate bottlenecking	mismatched status		
ENCFF137BRA	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR859FDL	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZNF687-human	DNA						2017-06-26	ENCODE				1, 2	1_1, 2_1						ENCFF244SNW, ENCFF419RSJ, ENCFF824PGV, ENCFF918YEX	599600	ENCODE Processing Pipeline	035e3c404cbbbc182705503da480fd85		https://www.encodeproject.org/files/ENCFF137BRA/@@download/ENCFF137BRA.bed.gz				released	s3://encode-public/2017/06/24/15325515-f92e-49fe-8f5c-b76c65e9d118/ENCFF137BRA.bed.gz	moderate library complexity, mild to moderate bottlenecking	mismatched status		
ENCFF846TRX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				1	1_1						ENCFF445QVI, ENCFF534KZJ, ENCFF927EKA	6731053	ENCODE Processing Pipeline	7268d5254a0b1fb2e2af59a0bf851ec8		https://www.encodeproject.org/files/ENCFF846TRX/@@download/ENCFF846TRX.bed.gz				released	s3://encode-public/2016/01/27/d7a7e80b-27f6-4239-b1b9-af10160e9caa/ENCFF846TRX.bed.gz	borderline replicate concordance	mismatched status		
